student_id,student_name,date_of_birth,age_as_of_aug2021,gender,grade_level,school_type,center_id,region,digital_access,enrollment_date,guardian_contact_available,program_type,program_status,total_sessions,sessions_attended_weighted,attendance_rate,absent_count,late_count,first_session_date,homework_completion_rate,guardian_signature_rate,baseline_score,midline_score,final_score,score_improvement,average_exam_score,average_homework_completion_pct,parent_comm_count,teacher_to_parent_count,automated_reminder_count,monthly_cost_per_student_inr,capacity_utilization,engagement_score,engagement_level,dropout_flag,risk_category,improved_student_flag,cost_per_improved_student_inr
S05392,Kyle Jackson,2013-03-23,8.4,Female,Grade 5,Government,BLR-C04,Hebbal,Limited,2021-08-10,Yes,Digital Learning Support,Irregular,13,5.5,0.423,5,4,2021-08-18,0.6,0.6,65.8,65.3,66.5,0.7,66.5,90.83333333333333,4,1,3,1533,0.848,52.0,Medium,0,Medium Risk,0,1981.0
S05436,Nathan Johnson,2006-08-01,15.0,Male,Grade 2,Aided,BLR-C03,Yelahanka,Limited,2021-08-31,Yes,After-School Tutoring,Irregular,14,8.2,0.589,3,5,2021-08-20,0.5,0.25,58.3,64.2,68.6,10.3,68.6,50.0,5,3,1,2076,0.937,49.0,Medium,0,Medium Risk,1,2678.0
S05473,Tony Chapman,2018-02-23,3.4,Female,Grade 4,Government,BLR-C03,Yelahanka,No Access,2021-08-15,Yes,Mentorship,Dropped,14,3.8,0.268,6,1,2021-08-03,0.333,0.333,48.0,55.7,55.0,7.0,55.0,-5.0,3,1,1,2076,0.937,30.4,Low,1,High Risk,1,2678.0
S05553,Erica Hoffman,2015-08-20,5.9,Female,Grade 4,Aided,BLR-C05,KR Puram,Good,2021-08-07,Yes,Mentorship,Irregular,17,6.8,0.397,3,5,2021-08-20,0.667,0.333,53.0,57.3,60.3,7.3,60.333333333333336,51.666666666666664,4,3,1,2309,0.703,47.9,Medium,1,High Risk,1,3196.0
S05570,Andrew Anderson,2011-10-16,9.8,Female,Grade 1,Government,BLR-C02,Jayanagar,No Access,2021-09-05,Yes,Hybrid Learning Support,Irregular,22,10.5,0.477,6,6,2021-08-01,0.75,0.0,100.0,100.0,110.0,10.0,110.0,100.0,1,0,0,1880,0.637,47.7,Medium,0,Medium Risk,1,2395.0
S05632,Maria Brown,,,Female,Grade 4,Government,BLR-C02,Jayanagar,Good,2021-08-14,Yes,Mentorship,Irregular,15,7.2,0.483,2,5,2021-08-18,0.0,1.0,70.1,76.4,77.0,6.9,77.0,75.0,2,0,2,1880,0.637,41.7,Medium,0,Medium Risk,1,2395.0
S05693,Timothy Peterson,2011-10-08,9.8,Male,Grade 1,Government,BLR-C05,KR Puram,Limited,2021-08-14,Yes,After-School Tutoring,Irregular,22,10.2,0.466,8,5,2021-08-04,0.4,0.8,61.0,68.3,73.8,12.8,73.8,35.0,2,1,1,2309,0.703,51.0,Medium,0,Medium Risk,1,3196.0
S05694,Maria Lopez,2014-11-14,6.7,Female,Grade 2,Government,BLR-C01,Whitefield,Good,2021-08-03,Yes,After-School Tutoring,Dropped,12,4.0,0.333,5,2,2021-08-04,0.5,0.5,94.0,100.0,102.5,8.5,102.5,95.0,1,1,0,1885,0.833,42.5,Medium,1,High Risk,1,2792.0
S05707,Roger Smith,2012-02-10,9.5,Female,Grade 1,Government,BLR-C03,Yelahanka,Good,2021-09-15,Yes,Digital Learning Support,Irregular,11,4.8,0.432,4,3,2021-08-11,0.5,0.0,67.8,75.4,80.0,12.2,80.0,47.5,2,0,0,2076,0.937,36.9,Low,0,Medium Risk,1,2678.0
S05708,James Wagner Dvm,2008-03-08,13.4,Male,Grade 3,Private Low-Cost,BLR-C03,Yelahanka,No Access,2021-08-03,Yes,Mentorship,Irregular,17,8.5,0.5,5,6,2021-08-08,0.4,0.0,55.1,56.9,62.5,7.4,62.5,47.5,2,0,1,2076,0.937,36.5,Low,0,Medium Risk,1,2678.0
S05723,Brandy Hart,,,Female,Grade 5,Private Low-Cost,BLR-C02,Jayanagar,Good,2021-08-22,Yes,Digital Learning Support,Irregular,17,10.2,0.603,4,5,2021-08-07,0.5,0.5,90.9,95.9,99.0,8.1,99.0,58.333333333333336,4,4,0,1880,0.637,54.6,Medium,0,Medium Risk,1,2395.0
S05785,Melanie Paul,2018-07-03,3.1,Male,Grade 4,Government,BLR-C02,Jayanagar,Limited,2021-08-19,Yes,Mentorship,Irregular,16,7.5,0.469,6,4,2021-08-04,1.0,0.0,96.7,100.0,106.0,9.3,106.0,-5.0,3,1,1,1880,0.637,56.1,Medium,0,Medium Risk,1,2395.0
S05786,John Owen,2012-01-07,9.6,Male,Grade 2,Aided,BLR-C05,KR Puram,Limited,2021-09-04,Yes,Hybrid Learning Support,Irregular,16,8.2,0.516,2,5,2021-08-16,0.333,0.333,74.1,83.7,84.2,10.1,84.25,66.25,2,1,1,2309,0.703,41.5,Medium,0,Medium Risk,1,3196.0
S05867,Katelyn Thompson,,,Female,Grade 5,Private Low-Cost,BLR-C04,Hebbal,Limited,2021-08-12,Yes,Hybrid Learning Support,Irregular,17,7.0,0.412,7,6,2021-08-03,0.5,0.167,83.1,84.5,87.7,4.6,87.66666666666667,58.333333333333336,1,0,1,1533,0.848,39.4,Low,0,Medium Risk,0,1981.0
S05872,Thomas Ward,2013-12-06,7.7,Male,Grade 1,Government,BLR-C01,Whitefield,Limited,2021-08-05,Yes,After-School Tutoring,Irregular,18,10.2,0.569,4,3,2021-08-17,0.286,0.143,60.6,66.5,68.5,7.9,68.5,80.0,2,0,2,1885,0.833,38.5,Low,0,Medium Risk,1,2792.0
S05930,Andrew Page,2018-12-24,2.6,Female,Grade 1,Government,BLR-C06,Electronic City,Limited,2021-08-10,Yes,Digital Learning Support,Irregular,15,7.8,0.517,3,3,2021-08-03,0.8,0.0,58.0,59.2,63.3,5.3,63.333333333333336,90.0,5,2,2,2259,0.929,51.3,Medium,0,Medium Risk,1,2842.0
S05942,Tonya Jimenez,2007-08-02,14.0,Male,Grade 1,Government,BLR-C04,Hebbal,Good,2021-09-10,Yes,After-School Tutoring,Irregular,21,8.2,0.393,6,5,2021-08-18,1.0,0.0,73.0,84.1,87.0,14.0,87.0,56.666666666666664,1,1,0,1533,0.848,52.7,Medium,1,High Risk,1,1981.0
S05948,Michael Franklin,2006-12-12,14.6,Female,Grade 2,Government,BLR-C04,Hebbal,Limited,2021-09-02,Yes,Mentorship,Irregular,18,10.8,0.597,4,3,2021-08-08,0.667,0.0,67.4,71.4,68.5,1.1,68.5,37.5,2,1,0,1533,0.848,50.2,Medium,0,Medium Risk,0,1981.0
S05956,Allison Boone,2015-02-27,6.4,Female,Grade 3,Private Low-Cost,BLR-C02,Jayanagar,No Access,2021-08-13,Yes,Mentorship,Irregular,16,7.5,0.469,5,2,2021-08-15,,,55.7,59.5,66.0,10.3,66.0,90.0,2,1,1,1880,0.637,21.1,Low,0,Medium Risk,1,2395.0
S05967,Jamie Moore,2006-05-12,15.2,Male,Grade 5,Aided,BLR-C02,Jayanagar,Good,2021-09-04,Yes,Digital Learning Support,Irregular,12,5.5,0.458,4,4,2021-08-01,0.5,0.5,60.8,67.8,65.8,5.0,65.75,72.5,1,0,0,1880,0.637,48.1,Medium,0,Medium Risk,0,2395.0
S06076,Mary Byrd,2009-11-08,11.7,Male,Grade 3,Government,BLR-C02,Jayanagar,Good,2021-09-01,Yes,After-School Tutoring,Irregular,19,10.2,0.539,5,5,2021-08-04,0.75,0.5,53.9,58.8,57.3,3.4,57.333333333333336,60.0,2,0,2,1880,0.637,60.5,Medium,0,Medium Risk,0,2395.0
S06088,Linda Roberts,2013-04-11,8.3,Male,Grade 2,Government,BLR-C04,Hebbal,Limited,2021-08-11,Yes,Hybrid Learning Support,Completed,12,7.5,0.625,2,4,2021-08-02,0.429,0.143,76.5,83.4,83.3,6.8,83.33333333333333,28.333333333333332,1,0,1,1533,0.848,46.0,Medium,0,Medium Risk,1,1981.0
S06095,Emily Robinson,2019-02-07,2.5,Male,Grade 1,Aided,BLR-C01,Whitefield,Limited,2021-09-07,Yes,After-School Tutoring,Irregular,16,6.8,0.422,5,5,2021-08-21,0.6,0.5,76.3,87.0,89.5,13.2,89.5,85.0,1,1,0,1885,0.833,50.0,Medium,0,Medium Risk,1,2792.0
S06099,Caleb Wilkinson,2011-09-19,9.9,Female,Grade 4,Private Low-Cost,BLR-C02,Jayanagar,Limited,2021-08-24,Yes,After-School Tutoring,Irregular,13,6.2,0.481,1,5,2021-08-04,1.0,0.0,76.0,82.0,81.4,5.4,81.42857142857143,81.42857142857143,3,0,1,1880,0.637,56.6,Medium,0,Medium Risk,1,2395.0
S06129,Jason Davis,2011-12-12,9.6,Female,Grade 3,Aided,BLR-C03,Yelahanka,Good,2021-09-04,Yes,After-School Tutoring,Irregular,9,4.2,0.472,3,3,2021-08-09,1.0,1.0,77.7,78.4,78.5,0.8,78.5,90.0,3,2,0,2076,0.937,76.2,High,0,Medium Risk,0,2678.0
S06158,Victor Edwards,2013-12-24,7.6,Female,Grade 1,Aided,BLR-C01,Whitefield,Limited,2021-08-19,Yes,Digital Learning Support,Irregular,18,7.8,0.431,1,3,2021-08-12,0.5,0.5,84.3,90.4,88.5,4.2,88.5,90.0,2,1,1,1885,0.833,46.9,Medium,0,Medium Risk,0,2792.0
S06163,Anne Melendez,,,Female,Grade 4,Government,BLR-C03,Yelahanka,Good,2021-08-06,Yes,After-School Tutoring,Irregular,17,7.0,0.412,4,2,2021-08-09,0.333,0.333,61.0,64.5,69.5,8.5,69.5,87.5,1,0,0,2076,0.937,36.9,Low,0,Medium Risk,1,2678.0
S06184,William Williams,2009-12-11,11.6,Female,Grade 5,Private Low-Cost,BLR-C01,Whitefield,Limited,2021-09-09,Yes,Mentorship,Irregular,23,10.8,0.467,6,7,2021-08-14,0.6,0.2,84.7,84.9,86.2,1.5,86.25,92.5,2,1,0,1885,0.833,46.0,Medium,0,Medium Risk,0,2792.0
S06220,John Lewis,2008-12-28,12.6,Male,Grade 5,Aided,BLR-C02,Jayanagar,Limited,2021-09-14,Yes,After-School Tutoring,Irregular,20,10.8,0.538,4,7,2021-08-04,0.25,0.5,81.1,86.6,92.0,10.9,92.0,42.5,2,1,1,1880,0.637,43.0,Medium,0,Medium Risk,1,2395.0
S06263,Debra Adams,2007-08-23,13.9,Female,Grade 2,Government,BLR-C06,Electronic City,Good,2021-09-13,Yes,After-School Tutoring,Irregular,14,6.5,0.464,4,2,2021-09-01,0.6,0.2,76.3,78.8,78.0,1.7,78.0,97.5,3,1,1,2259,0.929,45.9,Medium,0,Medium Risk,0,2842.0
S06267,Michelle Smith,2016-06-29,5.1,Female,Grade 1,Aided,BLR-C05,KR Puram,Limited,2021-09-11,Yes,After-School Tutoring,Irregular,20,9.2,0.462,5,5,2021-08-09,0.333,0.0,72.9,75.1,79.0,6.1,79.0,-5.0,4,2,0,2309,0.703,32.4,Low,0,Medium Risk,1,3196.0
S06281,Kim Ward,2007-03-07,14.4,Female,Grade 3,Government,BLR-C02,Jayanagar,No Access,2021-09-04,Yes,After-School Tutoring,Irregular,13,7.2,0.558,3,3,2021-08-16,0.667,0.0,54.1,58.4,65.4,11.3,65.4,90.0,2,2,0,1880,0.637,48.5,Medium,0,Medium Risk,1,2395.0
S06285,Lisa Mayer,2013-07-28,8.0,Male,Grade 4,Government,BLR-C04,Hebbal,Limited,2021-08-04,Yes,Mentorship,Irregular,16,6.2,0.391,6,3,2021-08-01,0.25,0.5,69.0,71.2,75.0,6.0,75.0,95.0,5,2,3,1533,0.848,36.3,Low,1,High Risk,1,1981.0
S06310,Jennifer Silva,2016-07-23,5.0,Male,Grade 5,Government,BLR-C06,Electronic City,No Access,2021-09-02,Yes,Mentorship,Irregular,19,9.8,0.513,4,3,2021-08-13,0.25,0.5,87.7,89.3,90.3,2.6,90.33333333333333,98.33333333333333,1,0,1,2259,0.929,41.8,Medium,0,Medium Risk,0,2842.0
S06363,Antonio Taylor,2008-02-14,13.5,Male,Grade 5,Government,BLR-C04,Hebbal,Limited,2021-08-13,Yes,After-School Tutoring,Irregular,18,10.5,0.583,3,6,2021-08-12,0.6,0.0,61.4,66.3,69.0,7.6,69.0,30.0,2,1,0,1533,0.848,47.2,Medium,0,Medium Risk,1,1981.0
S06455,Victor Morgan,2016-11-28,4.7,Female,Grade 5,Government,BLR-C01,Whitefield,Limited,2021-09-05,Yes,Digital Learning Support,Completed,18,11.5,0.639,2,4,2021-08-17,0.5,0.0,57.0,59.5,63.0,6.0,63.0,-5.0,1,1,0,1885,0.833,46.3,Medium,0,Medium Risk,1,2792.0
S06476,Stuart Robinson,2006-11-20,14.7,Male,Grade 2,Government,BLR-C04,Hebbal,Good,2021-09-12,Yes,After-School Tutoring,Dropped,9,3.0,0.333,5,2,2021-08-04,0.75,0.5,62.8,67.8,75.7,12.9,75.66666666666667,51.666666666666664,5,1,1,1533,0.848,51.2,Medium,1,High Risk,1,1981.0
S06511,Eric Henry,2012-03-06,9.4,Female,Grade 5,Government,BLR-C06,Electronic City,Good,2021-08-19,Yes,Mentorship,Irregular,24,13.8,0.573,4,5,2021-08-06,0.4,0.4,65.2,72.6,76.5,11.3,76.5,93.125,4,2,1,2259,0.929,47.8,Medium,0,Medium Risk,1,2842.0
S06512,Angela Jones,2014-03-18,7.4,Male,Grade 4,Government,BLR-C06,Electronic City,Good,2021-09-12,Yes,Hybrid Learning Support,Irregular,15,8.2,0.55,3,3,2021-08-12,0.0,0.0,95.6,100.0,105.7,10.1,105.66666666666667,96.66666666666667,2,0,2,2259,0.929,24.8,Low,0,Medium Risk,1,2842.0
S06542,Sarah Chen,2017-11-07,3.7,Female,Grade 1,Government,BLR-C02,Jayanagar,Limited,2021-08-12,Yes,Mentorship,Irregular,14,7.2,0.518,4,5,2021-08-14,0.667,0.333,72.4,76.6,80.5,8.1,80.5,97.5,1,0,1,1880,0.637,53.3,Medium,0,Medium Risk,1,2395.0
S06558,Jo Williams,2010-06-17,11.1,Female,Grade 4,Government,BLR-C03,Yelahanka,No Access,2021-08-11,Yes,Hybrid Learning Support,Dropped,17,5.5,0.324,5,2,2021-08-03,0.0,0.0,88.9,95.2,96.0,7.1,96.0,45.0,3,0,2,2076,0.937,14.6,Low,1,High Risk,1,2678.0
S06559,Clinton Brewer,2011-02-07,10.5,Female,Grade 5,Aided,BLR-C02,Jayanagar,Good,2021-08-06,Yes,After-School Tutoring,Irregular,18,8.2,0.458,6,5,2021-08-16,0.333,0.667,55.9,60.5,63.0,7.1,63.0,90.0,1,1,0,1880,0.637,45.6,Medium,0,Medium Risk,1,2395.0
S06579,Cathy Taylor,2012-07-22,9.0,Male,Grade 1,Government,BLR-C01,Whitefield,Limited,2021-08-12,Yes,Hybrid Learning Support,Irregular,18,8.5,0.472,6,2,2021-08-07,1.0,0.0,86.6,89.5,87.8,1.2,87.8,48.0,2,0,1,1885,0.833,56.2,Medium,0,Medium Risk,0,2792.0
S06583,Brian Hernandez,2014-12-06,6.7,Female,Grade 2,Government,BLR-C04,Hebbal,Limited,2021-08-27,Yes,Digital Learning Support,Irregular,18,9.0,0.5,4,6,2021-08-10,0.333,0.5,67.0,73.6,75.0,8.0,75.0,87.5,1,0,1,1533,0.848,44.2,Medium,0,Medium Risk,1,1981.0
S06594,Gina Pearson,2011-02-16,10.5,Male,Grade 2,Private Low-Cost,BLR-C03,Yelahanka,Limited,2021-09-10,Yes,Hybrid Learning Support,Completed,12,8.2,0.688,1,3,2021-08-04,0.25,0.5,57.7,61.1,62.5,4.8,62.5,92.5,3,1,0,2076,0.937,49.7,Medium,0,Medium Risk,0,2678.0
S06655,Lauren Douglas,2018-11-12,2.7,Female,Grade 1,Aided,BLR-C05,KR Puram,Limited,2021-08-25,Yes,Hybrid Learning Support,Irregular,14,6.5,0.464,4,2,2021-08-02,0.5,0.5,51.8,54.7,59.5,7.7,59.5,97.5,1,0,1,2309,0.703,48.4,Medium,0,Medium Risk,1,3196.0
S06662,Debra Douglas,2017-02-05,4.5,Female,Grade 1,Private Low-Cost,BLR-C06,Electronic City,Limited,2021-09-11,Yes,After-School Tutoring,Completed,12,8.0,0.667,1,4,2021-09-11,0.333,0.333,62.8,65.4,71.0,8.2,71.0,68.75,4,1,0,2259,0.929,48.3,Medium,0,Medium Risk,1,2842.0
S06672,Sierra Campbell,2011-09-28,9.8,Female,Grade 5,Government,BLR-C03,Yelahanka,Good,2021-08-03,Yes,After-School Tutoring,Completed,24,14.8,0.615,5,7,2021-08-02,1.0,0.5,59.4,65.7,65.4,6.0,65.42857142857143,79.28571428571429,6,1,3,2076,0.937,72.7,High,0,Medium Risk,1,2678.0
S06676,Jim Mcgee,2008-05-02,13.2,Female,Grade 5,Government,BLR-C03,Yelahanka,Good,2021-08-03,Yes,Digital Learning Support,Irregular,12,6.5,0.542,2,4,2021-08-01,0.5,0.0,72.9,81.0,84.7,11.8,84.66666666666667,80.0,6,2,1,2076,0.937,41.9,Medium,0,Medium Risk,1,2678.0
S06697,Angela Richards,2011-06-06,10.2,Female,Grade 5,Aided,BLR-C02,Jayanagar,No Access,2021-08-20,Yes,Mentorship,Irregular,20,11.5,0.575,3,6,2021-08-11,0.25,0.0,51.7,56.5,55.4,3.7,55.4,72.0,4,1,2,1880,0.637,34.6,Low,0,Medium Risk,0,2395.0
S06698,Marc Kemp,2016-11-21,4.7,Female,Grade 1,Government,BLR-C05,KR Puram,Good,2021-08-28,Yes,Hybrid Learning Support,Irregular,11,5.0,0.455,4,2,2021-08-02,0.0,0.2,81.2,86.6,87.2,6.0,87.25,70.0,4,2,1,2309,0.703,24.5,Low,0,Medium Risk,1,3196.0
S06735,Joanne Jones,2012-12-13,8.6,Male,Grade 2,Government,BLR-C06,Electronic City,Good,2021-08-23,Yes,After-School Tutoring,Irregular,14,8.0,0.571,2,6,2021-08-11,1.0,0.5,58.3,64.8,65.0,6.7,65.0,85.0,1,0,1,2259,0.929,70.7,High,0,Medium Risk,1,2842.0
S06801,Joyce Buck,2008-01-31,13.5,Female,Grade 3,Government,BLR-C01,Whitefield,No Access,2021-08-03,Yes,Hybrid Learning Support,Irregular,17,6.2,0.368,5,3,2021-08-07,0.286,0.286,33.4,41.1,46.0,12.6,46.0,-5.0,5,2,3,1885,0.833,32.3,Low,1,High Risk,1,2792.0
S06805,Nathan Lopez,2016-07-12,5.1,Male,Grade 2,Private Low-Cost,BLR-C01,Whitefield,Good,2021-09-11,Yes,After-School Tutoring,Irregular,19,9.2,0.487,6,5,2021-08-05,0.5,0.5,48.4,50.4,56.5,8.1,56.5,59.166666666666664,1,0,0,1885,0.833,49.4,Medium,0,Medium Risk,1,2792.0
S06836,Joel Hall,2016-02-12,5.5,Male,Grade 1,Government,BLR-C03,Yelahanka,Limited,2021-08-24,Yes,After-School Tutoring,Dropped,12,3.8,0.312,3,3,2021-08-08,0.571,0.286,61.3,66.8,69.2,7.9,69.2,51.0,4,0,1,2076,0.937,39.7,Low,1,High Risk,1,2678.0
S06837,Lauren Sanders,2010-06-28,11.1,Male,Grade 5,Private Low-Cost,BLR-C03,Yelahanka,Good,2021-09-12,Yes,Hybrid Learning Support,Irregular,12,4.8,0.396,5,3,2021-08-04,0.571,0.429,73.0,83.3,84.5,11.5,84.5,80.0,1,0,0,2076,0.937,46.4,Medium,1,High Risk,1,2678.0
S06842,Sarah Richards,2016-06-23,5.1,Female,Grade 4,Private Low-Cost,BLR-C04,Hebbal,Limited,2021-09-09,Yes,After-School Tutoring,Completed,19,11.8,0.618,1,7,2021-08-03,0.375,0.25,93.6,98.3,99.5,5.9,99.5,67.5,2,0,0,1533,0.848,45.9,Medium,0,Medium Risk,1,1981.0
S06865,Nathan Ross Md,,,Female,Grade 2,Government,BLR-C05,KR Puram,Good,2021-08-06,Yes,After-School Tutoring,Irregular,17,9.8,0.574,4,7,2021-08-23,0.5,0.25,71.2,75.5,82.7,11.5,82.66666666666667,93.33333333333333,4,2,0,2309,0.703,48.3,Medium,0,Medium Risk,1,3196.0
S06878,Joel Campbell,2010-06-10,11.1,Female,Grade 3,Aided,BLR-C06,Electronic City,Good,2021-08-20,Yes,After-School Tutoring,Irregular,15,6.0,0.4,4,6,2021-08-01,0.25,0.25,68.2,75.5,77.8,9.6,77.8,90.0,2,0,2,2259,0.929,31.8,Low,0,Medium Risk,1,2842.0
S06881,Joseph Lawson,2008-07-06,13.1,Male,Grade 2,Aided,BLR-C03,Yelahanka,Limited,2021-08-11,Yes,Hybrid Learning Support,Irregular,13,6.2,0.481,4,3,2021-08-01,0.0,0.5,57.0,68.8,70.0,13.0,70.0,95.0,1,0,1,2076,0.937,31.6,Low,0,Medium Risk,1,2678.0
S06905,Jodi Avila,2007-10-07,13.8,Male,Grade 3,Private Low-Cost,BLR-C04,Hebbal,Limited,2021-09-01,Yes,Digital Learning Support,Irregular,18,6.5,0.361,6,2,2021-08-12,1.0,0.0,35.5,38.6,42.0,6.5,42.0,-5.0,2,1,0,1533,0.848,51.2,Medium,1,High Risk,1,1981.0
S06918,Ashley Ochoa,2013-11-08,7.7,Female,Grade 5,Government,BLR-C05,KR Puram,Limited,2021-08-27,Yes,Hybrid Learning Support,Irregular,14,7.2,0.518,4,3,2021-08-25,0.5,0.25,64.4,69.5,71.2,6.8,71.25,66.25,1,1,0,2309,0.703,45.8,Medium,0,Medium Risk,1,3196.0
S06924,Heidi Rogers,2018-03-23,3.4,Female,Grade 1,Aided,BLR-C06,Electronic City,No Access,2021-08-21,Yes,Mentorship,Irregular,10,3.8,0.375,6,1,2021-08-23,0.25,0.25,67.1,73.3,75.7,8.6,75.66666666666667,55.0,2,0,0,2259,0.929,30.6,Low,1,High Risk,1,2842.0
S06934,Jennifer Holden,2017-04-02,4.3,Male,Grade 1,Government,BLR-C01,Whitefield,Good,2021-09-13,Yes,After-School Tutoring,Irregular,14,7.5,0.536,3,6,2021-08-06,0.8,0.6,54.7,60.0,62.5,7.8,62.5,87.5,1,0,1,1885,0.833,64.1,Medium,0,Medium Risk,1,2792.0
S06951,Hunter Miller,2017-04-12,4.3,Female,Grade 1,Private Low-Cost,BLR-C04,Hebbal,Limited,2021-08-13,No,After-School Tutoring,Irregular,6,3.5,0.583,2,2,2021-09-03,0.429,0.143,68.9,77.0,80.0,11.1,80.0,80.0,2,1,0,1533,0.848,44.1,Medium,0,Medium Risk,1,1981.0
S06968,Darrell Morton,2009-10-26,11.8,Male,Grade 1,Government,BLR-C05,KR Puram,Limited,2021-08-22,Yes,After-School Tutoring,Completed,8,5.5,0.688,2,2,2021-08-08,0.333,0.167,87.9,91.6,95.0,7.1,95.0,80.0,3,1,1,2309,0.703,46.0,Medium,0,Medium Risk,1,3196.0
S06978,Gary Guzman,2017-01-04,4.6,Male,Grade 3,Government,BLR-C04,Hebbal,No Access,2021-09-04,Yes,Mentorship,Irregular,21,8.0,0.381,7,4,2021-08-05,0.4,0.6,65.7,69.9,69.5,3.8,69.5,90.0,1,1,0,1533,0.848,43.1,Medium,1,High Risk,0,1981.0
S07125,William Sosa,,,Male,Grade 5,Aided,BLR-C03,Yelahanka,Good,2021-08-22,Yes,Digital Learning Support,Irregular,8,3.2,0.406,2,3,2021-08-30,0.6,0.2,71.6,81.6,85.0,13.4,85.0,95.0,5,3,1,2076,0.937,43.3,Medium,0,Medium Risk,1,2678.0
S07147,Stacy Ray,2009-12-11,11.6,Female,Grade 4,Private Low-Cost,BLR-C02,Jayanagar,Limited,2021-08-28,Yes,After-School Tutoring,Dropped,9,1.5,0.167,2,2,2021-08-10,0.333,0.333,48.8,57.2,64.5,15.7,64.5,85.0,1,0,1,1880,0.637,25.8,Low,1,High Risk,1,2395.0
S07151,Wendy Brennan,2018-09-10,2.9,Female,Grade 4,Aided,BLR-C01,Whitefield,No Access,2021-08-21,Yes,After-School Tutoring,Completed,12,8.2,0.688,1,5,2021-08-02,0.25,0.25,89.3,92.8,91.0,1.7,91.0,60.0,4,1,1,1885,0.833,44.7,Medium,0,Medium Risk,0,2792.0
S07198,Jonathan Johnson,,,Male,Grade 2,Government,BLR-C03,Yelahanka,Good,2021-09-15,Yes,After-School Tutoring,Irregular,11,4.8,0.432,4,3,2021-08-07,0.0,0.5,46.1,51.3,56.0,9.9,56.0,47.5,1,0,1,2076,0.937,29.4,Low,0,Medium Risk,1,2678.0
S07285,Gary Wilson,2010-02-16,11.5,Male,Grade 5,Government,BLR-C03,Yelahanka,No Access,2021-08-18,Yes,After-School Tutoring,Irregular,20,9.0,0.45,5,2,2021-08-07,1.0,0.0,82.0,85.7,93.0,11.0,93.0,42.5,2,1,0,2076,0.937,55.2,Medium,0,Medium Risk,1,2678.0
S07336,Daniel Henry,2013-10-19,7.8,Female,Grade 5,Private Low-Cost,BLR-C05,KR Puram,Good,2021-08-31,Yes,After-School Tutoring,Irregular,19,10.2,0.539,4,9,2021-08-13,,,54.3,57.0,63.2,8.9,63.25,42.5,4,1,1,2309,0.703,24.3,Low,0,Medium Risk,1,3196.0
S07426,Trevor Stark,2018-03-13,3.4,Female,Grade 4,Aided,BLR-C04,Hebbal,Limited,2021-09-15,Yes,After-School Tutoring,Dropped,11,3.5,0.318,3,2,2021-08-12,0.0,0.0,60.7,69.8,75.0,14.3,75.0,96.25,1,0,0,1533,0.848,14.3,Low,1,High Risk,1,1981.0
S07483,Megan Riley,2014-05-08,7.2,Male,Grade 1,Private Low-Cost,BLR-C01,Whitefield,No Access,2021-09-06,Yes,After-School Tutoring,Irregular,14,5.0,0.357,4,4,2021-08-05,0.667,0.333,70.0,68.6,72.7,2.7,72.66666666666667,93.33333333333333,3,0,2,1885,0.833,46.1,Medium,1,High Risk,0,2792.0
S07494,Jenna Watkins,2006-10-14,14.8,Male,Grade 1,Government,BLR-C03,Yelahanka,Limited,2021-08-21,Yes,Hybrid Learning Support,Irregular,19,8.5,0.447,5,4,2021-08-18,0.4,0.2,48.3,52.3,54.0,5.7,54.0,80.0,1,1,0,2076,0.937,38.1,Low,0,Medium Risk,1,2678.0
S07501,James Skinner,2016-01-24,5.5,Male,Grade 2,Government,BLR-C05,KR Puram,Limited,2021-08-14,Yes,After-School Tutoring,Irregular,12,4.2,0.354,5,1,2021-09-06,0.75,0.0,49.6,53.2,58.0,8.4,58.0,90.0,4,0,3,2309,0.703,42.2,Medium,1,High Risk,1,3196.0
S07502,Larry Berry,2016-06-01,5.2,Male,Grade 2,Aided,BLR-C01,Whitefield,Good,2021-08-25,Yes,Hybrid Learning Support,Dropped,11,3.5,0.318,6,0,2021-08-07,0.0,0.0,75.3,77.8,87.0,11.7,87.0,61.666666666666664,2,0,1,1885,0.833,14.3,Low,1,High Risk,1,2792.0
S07505,Derek Stone,2016-03-06,5.4,Female,Grade 3,Private Low-Cost,BLR-C04,Hebbal,No Access,2021-08-27,No,Mentorship,Irregular,14,6.8,0.482,3,5,2021-08-06,1.0,0.0,37.7,46.5,50.5,12.8,50.5,66.25,1,0,1,1533,0.848,56.7,Medium,0,Medium Risk,1,1981.0
S07540,Carl Nelson,2009-06-24,12.1,Female,Grade 5,Government,BLR-C03,Yelahanka,Limited,2021-09-09,Yes,Digital Learning Support,Dropped,15,4.8,0.317,6,3,2021-08-12,0.0,0.0,57.2,57.0,60.3,3.1,60.333333333333336,86.66666666666667,2,1,1,2076,0.937,14.3,Low,1,High Risk,0,2678.0
S07585,Kimberly Moore,2009-10-04,11.8,Male,Grade 2,Private Low-Cost,BLR-C06,Electronic City,Good,2021-08-23,Yes,After-School Tutoring,Irregular,8,4.0,0.5,2,4,2021-08-11,0.25,0.75,100.0,100.0,101.0,1.0,101.0,-5.0,2,1,1,2259,0.929,46.2,Medium,0,Medium Risk,0,2842.0
